"x"
0
0
-2.39250662874181
0
0
0
0
0
0
0
0
-1.13749972990551
-3.64967847702651
0.0935072970937875
-0.613067164976965
0
2.9679873110348
0
0
0.495112537413218
0.155033086388514
0.0383174130149892
0
-3.53211645872216
0
-0.62987413118608
-0.146144516525925
0
0.462029282473928
-3.13459166156885
-3.79236144235042
-0.212819887351812
1.8286514317049
0
0
-0.0148993348017062
-0.384915736883915
-1.23485084477779
0
0
0
0
0
-2.69987080404421
2.24632313359224
0
-2.02852770006654
0
0
-0.393594600525396
-0.170309616433927
-0.264326853646792
0
0
-0.123692752810906
0
-3.83875858540812
1.19986522291354
0
-0.0415168907207215
-2.99270642723795
-0.59150494969577
0
-0.274576331057246
1.38132060119547
-0.595341891716579
0.541479573021118
-0.550559647720071
0
2.29046809524898
1.1412458781831
0
-0.906350208081763
0
0
0
0
0
0.0381887859576259
0
0
0.220087948175212
0
-0.811592086893543
-2.5478115272904
0
-0.0901077931601606
0.0549468323998055
0
0
0
0
0
0
0
0.640101010472324
0
2.18695435107113
-3.22809781301491
0
0.839281409241323
0
0
0
0
0
0
0
0
2.22508954976512
0
0
0
0
-0.397600670211427
-0.021592517951938
0
0
0
0
0.311017411506912
0
3.11375443366125
0
0
-3.30923232913396
0
0
0
1.44169271079234
0
-0.772575618527151
0
0
0
0
1.44586013996965
-0.127204430357151
0
0
0
-1.55232232913195
-0.378732193696513
2.86079620186452
-0.394167184535738
0.346342695927924
-0.227718195428082
0.280629484903289
2.21125676572261
0
0
0
0
0.037444336094827
-1.76972185165831
0
0
0
-0.0990227652630857
0.0119344601961872
0
0
0
0
-1.9095631873585
0
0
0
0
-2.00656061328012
0
0.227666919467661
1.75627086093846
-0.152820887944854
0
-2.82509902712446
2.39252000377557
0
0
-0.797465831407375
-0.220073579302079
2.46239454242244
0
-0.0115465229996234
0
3.10539237518636
0
-2.8355599103319
-1.21009891775781
0
-0.0961841041253111
0
-1.65401100137425
0
2.26408530077931
0
0
0
0
0
